DateTime, Sensor, Temperature (Celcius)
2017-05-03 00:00:16 +0800, MAX6675, 27.090910
2017-05-03 00:00:40 +0800, MAX6675, 26.977272
2017-05-03 00:01:04 +0800, MAX6675, 26.931818
2017-05-03 00:01:29 +0800, MAX6675, 26.886364
2017-05-03 00:01:53 +0800, MAX6675, 26.909090
2017-05-03 00:02:18 +0800, MAX6675, 27.022728
2017-05-03 00:02:42 +0800, MAX6675, 26.909090
2017-05-03 00:03:07 +0800, MAX6675, 27.022728
2017-05-03 00:03:31 +0800, MAX6675, 26.977272
2017-05-03 00:03:56 +0800, MAX6675, 27.068182
2017-05-03 00:04:20 +0800, MAX6675, 27.136364
2017-05-03 00:04:45 +0800, MAX6675, 27.068182
2017-05-03 00:05:09 +0800, MAX6675, 26.954546
2017-05-03 00:05:34 +0800, MAX6675, 27.045454
2017-05-03 00:05:58 +0800, MAX6675, 26.931818
2017-05-03 00:06:23 +0800, MAX6675, 27.068182
2017-05-03 00:06:47 +0800, MAX6675, 26.886364
2017-05-03 00:07:12 +0800, MAX6675, 26.886364
2017-05-03 00:07:36 +0800, MAX6675, 27.090910
2017-05-03 00:08:01 +0800, MAX6675, 26.909090
2017-05-03 00:08:25 +0800, MAX6675, 27.000000
2017-05-03 00:08:50 +0800, MAX6675, 26.954546
2017-05-03 00:09:14 +0800, MAX6675, 27.000000
2017-05-03 00:09:39 +0800, MAX6675, 26.977272
2017-05-03 00:10:03 +0800, MAX6675, 26.818182
2017-05-03 00:10:28 +0800, MAX6675, 26.931818
2017-05-03 00:10:52 +0800, MAX6675, 27.000000
2017-05-03 00:11:17 +0800, MAX6675, 26.931818
2017-05-03 00:11:41 +0800, MAX6675, 26.886364
2017-05-03 00:12:06 +0800, MAX6675, 26.818182
2017-05-03 00:12:30 +0800, MAX6675, 26.954546
2017-05-03 00:12:55 +0800, MAX6675, 27.045454
2017-05-03 00:13:19 +0800, MAX6675, 26.977272
2017-05-03 00:13:43 +0800, MAX6675, 26.750000
2017-05-03 00:14:08 +0800, MAX6675, 26.909090
2017-05-03 00:14:32 +0800, MAX6675, 26.863636
2017-05-03 00:14:57 +0800, MAX6675, 26.863636
2017-05-03 00:15:21 +0800, MAX6675, 27.000000
2017-05-03 00:15:46 +0800, MAX6675, 27.045454
2017-05-03 00:16:10 +0800, MAX6675, 27.000000
2017-05-03 00:16:35 +0800, MAX6675, 26.977272
2017-05-03 00:16:59 +0800, MAX6675, 26.886364
2017-05-03 00:17:24 +0800, MAX6675, 27.000000
2017-05-03 00:17:48 +0800, MAX6675, 26.840910
2017-05-03 00:18:13 +0800, MAX6675, 26.863636
2017-05-03 00:18:37 +0800, MAX6675, 26.931818
2017-05-03 00:19:02 +0800, MAX6675, 26.886364
2017-05-03 00:19:26 +0800, MAX6675, 26.863636
2017-05-03 00:19:51 +0800, MAX6675, 26.931818
2017-05-03 00:20:15 +0800, MAX6675, 26.931818
2017-05-03 00:20:40 +0800, MAX6675, 27.022728
2017-05-03 00:21:04 +0800, MAX6675, 26.977272
2017-05-03 00:21:29 +0800, MAX6675, 27.159090
2017-05-03 00:21:53 +0800, MAX6675, 26.909090
2017-05-03 00:22:18 +0800, MAX6675, 27.022728
2017-05-03 00:22:42 +0800, MAX6675, 26.931818
2017-05-03 00:23:07 +0800, MAX6675, 26.840910
2017-05-03 00:23:31 +0800, MAX6675, 26.863636
2017-05-03 00:23:56 +0800, MAX6675, 27.090910
2017-05-03 00:24:20 +0800, MAX6675, 26.931818
2017-05-03 00:24:45 +0800, MAX6675, 27.068182
2017-05-03 00:25:09 +0800, MAX6675, 26.863636
2017-05-03 00:25:34 +0800, MAX6675, 26.886364
2017-05-03 00:25:58 +0800, MAX6675, 26.863636
2017-05-03 00:26:22 +0800, MAX6675, 26.977272
2017-05-03 00:26:47 +0800, MAX6675, 26.909090
2017-05-03 00:27:11 +0800, MAX6675, 26.886364
2017-05-03 00:27:36 +0800, MAX6675, 26.795454
2017-05-03 00:28:00 +0800, MAX6675, 27.000000
2017-05-03 00:28:25 +0800, MAX6675, 26.931818
2017-05-03 00:28:49 +0800, MAX6675, 26.954546
2017-05-03 00:29:14 +0800, MAX6675, 27.068182
2017-05-03 00:29:38 +0800, MAX6675, 26.909090
2017-05-03 00:30:03 +0800, MAX6675, 26.931818
2017-05-03 00:30:27 +0800, MAX6675, 26.977272
2017-05-03 00:30:52 +0800, MAX6675, 27.250000
2017-05-03 00:31:16 +0800, MAX6675, 27.727272
2017-05-03 00:31:41 +0800, MAX6675, 28.818182
2017-05-03 00:32:05 +0800, MAX6675, 30.159090
2017-05-03 00:32:30 +0800, MAX6675, 31.477272
2017-05-03 00:32:54 +0800, MAX6675, 32.886364
2017-05-03 00:33:19 +0800, MAX6675, 34.272728
2017-05-03 00:33:43 +0800, MAX6675, 35.772728
2017-05-03 00:34:08 +0800, MAX6675, 36.931820
2017-05-03 00:34:32 +0800, MAX6675, 38.227272
2017-05-03 00:34:57 +0800, MAX6675, 39.227272
2017-05-03 00:35:21 +0800, MAX6675, 40.250000
2017-05-03 00:35:46 +0800, MAX6675, 40.977272
2017-05-03 00:36:10 +0800, MAX6675, 41.818180
2017-05-03 00:36:35 +0800, MAX6675, 42.568180
2017-05-03 00:36:59 +0800, MAX6675, 43.181820
2017-05-03 00:37:24 +0800, MAX6675, 43.454544
2017-05-03 00:37:48 +0800, MAX6675, 44.022728
2017-05-03 00:38:13 +0800, MAX6675, 44.477272
2017-05-03 00:38:37 +0800, MAX6675, 44.727272
2017-05-03 00:39:01 +0800, MAX6675, 45.181820
2017-05-03 00:39:26 +0800, MAX6675, 45.272728
2017-05-03 00:39:50 +0800, MAX6675, 45.454544
2017-05-03 00:40:15 +0800, MAX6675, 45.818180
2017-05-03 00:40:39 +0800, MAX6675, 45.840908
2017-05-03 00:41:04 +0800, MAX6675, 45.909092
2017-05-03 00:41:28 +0800, MAX6675, 45.863636
2017-05-03 00:41:53 +0800, MAX6675, 46.113636
2017-05-03 00:42:17 +0800, MAX6675, 46.272728
2017-05-03 00:42:42 +0800, MAX6675, 46.386364
2017-05-03 00:43:06 +0800, MAX6675, 46.340908
2017-05-03 00:43:31 +0800, MAX6675, 46.613636
2017-05-03 00:43:55 +0800, MAX6675, 46.681820
2017-05-03 00:44:20 +0800, MAX6675, 46.454544
2017-05-03 00:44:44 +0800, MAX6675, 46.727272
2017-05-03 00:45:09 +0800, MAX6675, 46.772728
2017-05-03 00:45:33 +0800, MAX6675, 46.818180
2017-05-03 00:45:58 +0800, MAX6675, 46.886364
2017-05-03 00:46:22 +0800, MAX6675, 46.818180
2017-05-03 00:46:47 +0800, MAX6675, 46.727272
2017-05-03 00:47:11 +0800, MAX6675, 46.931820
2017-05-03 00:47:36 +0800, MAX6675, 47.022728
2017-05-03 00:48:00 +0800, MAX6675, 47.045456
2017-05-03 00:48:25 +0800, MAX6675, 47.000000
2017-05-03 00:48:49 +0800, MAX6675, 47.068180
2017-05-03 00:49:14 +0800, MAX6675, 46.909092
2017-05-03 00:49:38 +0800, MAX6675, 47.022728
2017-05-03 00:50:03 +0800, MAX6675, 47.090908
2017-05-03 00:50:27 +0800, MAX6675, 47.000000
2017-05-03 00:50:52 +0800, MAX6675, 47.022728
2017-05-03 00:51:16 +0800, MAX6675, 47.136364
2017-05-03 00:51:40 +0800, MAX6675, 47.113636
2017-05-03 00:52:05 +0800, MAX6675, 47.159092
2017-05-03 00:52:29 +0800, MAX6675, 47.227272
2017-05-03 00:52:54 +0800, MAX6675, 47.272728
2017-05-03 00:53:18 +0800, MAX6675, 47.318180
2017-05-03 00:53:43 +0800, MAX6675, 47.181820
2017-05-03 00:54:07 +0800, MAX6675, 47.113636
2017-05-03 00:54:32 +0800, MAX6675, 47.181820
2017-05-03 00:54:56 +0800, MAX6675, 47.227272
2017-05-03 00:55:21 +0800, MAX6675, 47.295456
2017-05-03 00:55:45 +0800, MAX6675, 47.090908
2017-05-03 00:56:10 +0800, MAX6675, 47.136364
2017-05-03 00:56:34 +0800, MAX6675, 47.136364
2017-05-03 00:56:59 +0800, MAX6675, 47.272728
2017-05-03 00:57:23 +0800, MAX6675, 47.136364
2017-05-03 00:57:48 +0800, MAX6675, 47.181820
2017-05-03 00:58:12 +0800, MAX6675, 47.318180
2017-05-03 00:58:37 +0800, MAX6675, 47.181820
2017-05-03 00:59:01 +0800, MAX6675, 47.386364
2017-05-03 00:59:26 +0800, MAX6675, 47.272728
2017-05-03 00:59:50 +0800, MAX6675, 47.204544
2017-05-03 01:00:15 +0800, MAX6675, 47.022728
2017-05-03 01:00:39 +0800, MAX6675, 47.272728
2017-05-03 01:01:04 +0800, MAX6675, 47.204544
2017-05-03 01:01:28 +0800, MAX6675, 47.159092
2017-05-03 01:01:53 +0800, MAX6675, 47.204544
2017-05-03 01:02:17 +0800, MAX6675, 47.340908
2017-05-03 01:02:42 +0800, MAX6675, 47.295456
2017-05-03 01:03:06 +0800, MAX6675, 47.340908
2017-05-03 01:03:31 +0800, MAX6675, 47.159092
2017-05-03 01:03:55 +0800, MAX6675, 47.318180
2017-05-03 01:04:19 +0800, MAX6675, 47.204544
2017-05-03 01:04:44 +0800, MAX6675, 47.204544
2017-05-03 01:05:08 +0800, MAX6675, 47.159092
2017-05-03 01:05:33 +0800, MAX6675, 47.295456
2017-05-03 01:05:57 +0800, MAX6675, 47.272728
2017-05-03 01:06:22 +0800, MAX6675, 47.227272
2017-05-03 01:06:46 +0800, MAX6675, 47.227272
2017-05-03 01:07:11 +0800, MAX6675, 47.318180
2017-05-03 01:07:35 +0800, MAX6675, 47.318180
2017-05-03 01:08:00 +0800, MAX6675, 47.363636
2017-05-03 01:08:24 +0800, MAX6675, 47.272728
2017-05-03 01:08:49 +0800, MAX6675, 47.340908
2017-05-03 01:09:13 +0800, MAX6675, 47.340908
2017-05-03 01:09:38 +0800, MAX6675, 47.181820
2017-05-03 01:10:02 +0800, MAX6675, 47.272728
2017-05-03 01:10:27 +0800, MAX6675, 47.318180
2017-05-03 01:10:51 +0800, MAX6675, 47.272728
2017-05-03 01:11:16 +0800, MAX6675, 47.250000
2017-05-03 01:11:40 +0800, MAX6675, 47.409092
2017-05-03 01:12:05 +0800, MAX6675, 47.272728
2017-05-03 01:12:29 +0800, MAX6675, 47.272728
2017-05-03 01:12:54 +0800, MAX6675, 47.454544
2017-05-03 01:13:18 +0800, MAX6675, 47.250000
2017-05-03 01:13:43 +0800, MAX6675, 47.181820
2017-05-03 01:14:07 +0800, MAX6675, 47.386364
2017-05-03 01:14:32 +0800, MAX6675, 47.386364
2017-05-03 01:14:56 +0800, MAX6675, 47.409092
2017-05-03 01:15:21 +0800, MAX6675, 47.363636
2017-05-03 01:15:45 +0800, MAX6675, 47.454544
2017-05-03 01:16:09 +0800, MAX6675, 47.363636
2017-05-03 01:16:34 +0800, MAX6675, 47.477272
