DateTime, Sensor, Temperature (Celcius)
2017-06-05 00:00:13 +0800, MAX6675, 28.409090
2017-06-05 00:00:37 +0800, MAX6675, 28.545454
2017-06-05 00:01:02 +0800, MAX6675, 28.568182
2017-06-05 00:01:26 +0800, MAX6675, 28.522728
2017-06-05 00:01:51 +0800, MAX6675, 28.340910
2017-06-05 00:02:15 +0800, MAX6675, 28.363636
2017-06-05 00:02:39 +0800, MAX6675, 28.318182
2017-06-05 00:03:04 +0800, MAX6675, 28.522728
2017-06-05 00:03:28 +0800, MAX6675, 28.545454
2017-06-05 00:03:53 +0800, MAX6675, 28.431818
2017-06-05 00:04:17 +0800, MAX6675, 28.431818
2017-06-05 00:04:42 +0800, MAX6675, 28.454546
2017-06-05 00:05:06 +0800, MAX6675, 28.500000
2017-06-05 00:05:31 +0800, MAX6675, 28.363636
2017-06-05 00:05:55 +0800, MAX6675, 28.454546
2017-06-05 00:06:20 +0800, MAX6675, 28.613636
2017-06-05 00:06:44 +0800, MAX6675, 28.409090
2017-06-05 00:07:09 +0800, MAX6675, 28.431818
2017-06-05 00:07:33 +0800, MAX6675, 28.431818
2017-06-05 00:07:58 +0800, MAX6675, 28.318182
2017-06-05 00:08:22 +0800, MAX6675, 28.454546
2017-06-05 00:08:47 +0800, MAX6675, 28.409090
2017-06-05 00:09:11 +0800, MAX6675, 28.590910
2017-06-05 00:09:36 +0800, MAX6675, 28.613636
2017-06-05 00:10:00 +0800, MAX6675, 28.386364
2017-06-05 00:10:25 +0800, MAX6675, 28.409090
2017-06-05 00:10:49 +0800, MAX6675, 28.409090
2017-06-05 00:11:14 +0800, MAX6675, 28.363636
2017-06-05 00:11:38 +0800, MAX6675, 28.431818
2017-06-05 00:12:03 +0800, MAX6675, 28.386364
2017-06-05 00:12:27 +0800, MAX6675, 28.409090
2017-06-05 00:12:52 +0800, MAX6675, 28.363636
2017-06-05 00:13:16 +0800, MAX6675, 28.477272
2017-06-05 00:13:41 +0800, MAX6675, 28.409090
2017-06-05 00:14:05 +0800, MAX6675, 28.477272
2017-06-05 00:14:30 +0800, MAX6675, 28.454546
2017-06-05 00:14:54 +0800, MAX6675, 28.363636
2017-06-05 00:15:18 +0800, MAX6675, 28.522728
2017-06-05 00:15:43 +0800, MAX6675, 28.431818
2017-06-05 00:16:07 +0800, MAX6675, 28.545454
2017-06-05 00:16:32 +0800, MAX6675, 28.386364
2017-06-05 00:16:56 +0800, MAX6675, 28.431818
2017-06-05 00:17:21 +0800, MAX6675, 28.568182
2017-06-05 00:17:45 +0800, MAX6675, 28.568182
2017-06-05 00:18:10 +0800, MAX6675, 28.386364
2017-06-05 00:18:34 +0800, MAX6675, 28.522728
2017-06-05 00:18:59 +0800, MAX6675, 28.295454
2017-06-05 00:19:23 +0800, MAX6675, 28.409090
2017-06-05 00:19:48 +0800, MAX6675, 28.431818
2017-06-05 00:20:12 +0800, MAX6675, 28.363636
2017-06-05 00:20:37 +0800, MAX6675, 28.636364
2017-06-05 00:21:01 +0800, MAX6675, 28.477272
2017-06-05 00:21:26 +0800, MAX6675, 28.522728
2017-06-05 00:21:50 +0800, MAX6675, 28.522728
2017-06-05 00:22:15 +0800, MAX6675, 28.477272
2017-06-05 00:22:39 +0800, MAX6675, 28.613636
2017-06-05 00:23:04 +0800, MAX6675, 28.340910
2017-06-05 00:23:28 +0800, MAX6675, 28.295454
2017-06-05 00:23:53 +0800, MAX6675, 28.590910
2017-06-05 00:24:17 +0800, MAX6675, 28.454546
2017-06-05 00:24:42 +0800, MAX6675, 28.522728
2017-06-05 00:25:06 +0800, MAX6675, 28.545454
2017-06-05 00:25:31 +0800, MAX6675, 28.568182
2017-06-05 00:25:55 +0800, MAX6675, 28.431818
2017-06-05 00:26:20 +0800, MAX6675, 28.386364
2017-06-05 00:26:44 +0800, MAX6675, 28.477272
2017-06-05 00:27:09 +0800, MAX6675, 28.386364
2017-06-05 00:27:33 +0800, MAX6675, 28.545454
2017-06-05 00:27:57 +0800, MAX6675, 28.522728
2017-06-05 00:28:22 +0800, MAX6675, 28.568182
2017-06-05 00:28:46 +0800, MAX6675, 28.545454
2017-06-05 00:29:11 +0800, MAX6675, 28.477272
2017-06-05 00:29:35 +0800, MAX6675, 28.409090
2017-06-05 00:30:00 +0800, MAX6675, 28.340910
2017-06-05 00:30:24 +0800, MAX6675, 28.409090
2017-06-05 00:30:49 +0800, MAX6675, 28.772728
2017-06-05 00:31:13 +0800, MAX6675, 29.295454
2017-06-05 00:31:38 +0800, MAX6675, 30.318182
2017-06-05 00:32:02 +0800, MAX6675, 31.545454
2017-06-05 00:32:27 +0800, MAX6675, 33.000000
2017-06-05 00:32:51 +0800, MAX6675, 34.545456
2017-06-05 00:33:16 +0800, MAX6675, 35.954544
2017-06-05 00:33:40 +0800, MAX6675, 37.272728
2017-06-05 00:34:05 +0800, MAX6675, 38.522728
2017-06-05 00:34:29 +0800, MAX6675, 39.772728
2017-06-05 00:34:54 +0800, MAX6675, 40.909092
2017-06-05 00:35:18 +0800, MAX6675, 41.909092
2017-06-05 00:35:43 +0800, MAX6675, 42.681820
2017-06-05 00:36:07 +0800, MAX6675, 43.568180
2017-06-05 00:36:32 +0800, MAX6675, 44.272728
2017-06-05 00:36:56 +0800, MAX6675, 44.863636
2017-06-05 00:37:21 +0800, MAX6675, 45.318180
2017-06-05 00:37:45 +0800, MAX6675, 45.613636
2017-06-05 00:38:10 +0800, MAX6675, 46.045456
2017-06-05 00:38:34 +0800, MAX6675, 46.227272
2017-06-05 00:38:59 +0800, MAX6675, 46.727272
2017-06-05 00:39:23 +0800, MAX6675, 47.250000
2017-06-05 00:39:48 +0800, MAX6675, 47.318180
2017-06-05 00:40:12 +0800, MAX6675, 47.454544
2017-06-05 00:40:36 +0800, MAX6675, 47.636364
2017-06-05 00:41:01 +0800, MAX6675, 47.750000
2017-06-05 00:41:25 +0800, MAX6675, 47.818180
2017-06-05 00:41:50 +0800, MAX6675, 47.659092
2017-06-05 00:42:14 +0800, MAX6675, 47.840908
2017-06-05 00:42:39 +0800, MAX6675, 47.977272
2017-06-05 00:43:03 +0800, MAX6675, 48.090908
2017-06-05 00:43:28 +0800, MAX6675, 48.204544
2017-06-05 00:43:52 +0800, MAX6675, 48.000000
2017-06-05 00:44:17 +0800, MAX6675, 48.159092
2017-06-05 00:44:41 +0800, MAX6675, 48.227272
2017-06-05 00:45:06 +0800, MAX6675, 48.431820
2017-06-05 00:45:30 +0800, MAX6675, 48.340908
2017-06-05 00:45:55 +0800, MAX6675, 48.386364
2017-06-05 00:46:19 +0800, MAX6675, 48.431820
2017-06-05 00:46:44 +0800, MAX6675, 48.477272
2017-06-05 00:47:08 +0800, MAX6675, 48.545456
2017-06-05 00:47:33 +0800, MAX6675, 48.590908
2017-06-05 00:47:57 +0800, MAX6675, 48.568180
2017-06-05 00:48:22 +0800, MAX6675, 48.590908
2017-06-05 00:48:46 +0800, MAX6675, 48.568180
2017-06-05 00:49:11 +0800, MAX6675, 48.568180
2017-06-05 00:49:35 +0800, MAX6675, 48.750000
2017-06-05 00:50:00 +0800, MAX6675, 48.454544
2017-06-05 00:50:24 +0800, MAX6675, 48.568180
2017-06-05 00:50:49 +0800, MAX6675, 48.477272
2017-06-05 00:51:13 +0800, MAX6675, 48.477272
2017-06-05 00:51:38 +0800, MAX6675, 48.613636
2017-06-05 00:52:02 +0800, MAX6675, 48.636364
2017-06-05 00:52:27 +0800, MAX6675, 48.636364
2017-06-05 00:52:51 +0800, MAX6675, 48.545456
2017-06-05 00:53:15 +0800, MAX6675, 48.659092
2017-06-05 00:53:40 +0800, MAX6675, 48.590908
2017-06-05 00:54:04 +0800, MAX6675, 48.727272
2017-06-05 00:54:29 +0800, MAX6675, 48.590908
2017-06-05 00:54:53 +0800, MAX6675, 48.704544
2017-06-05 00:55:18 +0800, MAX6675, 48.590908
2017-06-05 00:55:42 +0800, MAX6675, 48.590908
2017-06-05 00:56:07 +0800, MAX6675, 48.500000
2017-06-05 00:56:31 +0800, MAX6675, 48.704544
2017-06-05 00:56:56 +0800, MAX6675, 48.818180
2017-06-05 00:57:20 +0800, MAX6675, 48.750000
